금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,저축기간(개월),기본금리(%),최고우대금리(%)
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,12,2.7,2.7
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,12,2.6,2.7
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,24,2.91,2.91
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,24,2.35,2.35
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,24,2.6,2.6
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,24,2.5,2.6
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,36,2.3,2.3
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,36,2.5,2.5
동원제일저축은행,"정기예금 (본점,해운대지점)",영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,36,2.5,2.6
동원제일저축은행,정기예금 (양산지점),영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,1,1.0,1.0
동원제일저축은행,정기예금 (양산지점),영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,3,2.0,2.0
동원제일저축은행,정기예금 (양산지점),영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,3,2.69,2.69
동원제일저축은행,정기예금 (양산지점),영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,6,2.6,2.6
동원제일저축은행,정기예금 (양산지점),영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,6,2.78,2.78
동원제일저축은행,정기예금 (양산지점),영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,12,2.8,2.8
동원제일저축은행,정기예금 (양산지점),영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,12,2.96,2.96
동원제일저축은행,정기예금 (양산지점),영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 금리 적용",없음,제한없음,단리,24,2.91,2.91
동원제일저축은행,정기예금(비대면),"인터넷,스마트폰",-만기 후 1개월 이하:약정 금리와 만기일 현재 정기예금 금리중 낮은 금리적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,1,1.1,1.1
동원제일저축은행,정기예금(비대면),"인터넷,스마트폰",-만기 후 1개월 이하:약정 금리와 만기일 현재 정기예금 금리중 낮은 금리적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,3,2.0,2.0
동원제일저축은행,정기예금(비대면),"인터넷,스마트폰",-만기 후 1개월 이하:약정 금리와 만기일 현재 정기예금 금리중 낮은 금리적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,6,2.6,2.6
동원제일저축은행,정기예금(비대면),"인터넷,스마트폰",-만기 후 1개월 이하:약정 금리와 만기일 현재 정기예금 금리중 낮은 금리적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,12,2.8,2.8
동원제일저축은행,"회전정기예금 (본점,해운대지점) (변동금리)",영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,1,1.0,1.0
동원제일저축은행,"회전정기예금 (본점,해운대지점) (변동금리)",영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,3,2.69,2.69
동원제일저축은행,"회전정기예금 (본점,해운대지점) (변동금리)",영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,6,2.78,2.78
동원제일저축은행,"회전정기예금 (본점,해운대지점) (변동금리)",영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,12,2.9,2.9
동원제일저축은행,"회전정기예금 (본점,해운대지점) (변동금리)",영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,12,2.96,2.96
동원제일저축은행,"회전정기예금 (본점,해운대지점) (변동금리)",영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,24,2.91,2.91
동원제일저축은행,회전정기예금(양산지점)(변동금리),영업점,-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,12,2.9,2.9
동원제일저축은행,회전정기예금-비대면(변동금리),"인터넷,스마트폰",-만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용,없음,제한없음,단리,12,2.8,2.8
드림저축은행,인터넷정기예금,인터넷,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,1,1.5,1.5
드림저축은행,인터넷정기예금,인터넷,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,1.7,1.7
드림저축은행,인터넷정기예금,인터넷,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,2.5,2.5
드림저축은행,인터넷정기예금,인터넷,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,2.0,2.0
드림저축은행,인터넷정기예금,인터넷,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,3.0,3.0
드림저축은행,인터넷정기예금,인터넷,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,12,3.0,3.0
드림저축은행,인터넷정기예금,인터넷,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,2.3,2.3
드림저축은행,인터넷정기예금,인터넷,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,36,2.3,2.3
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,1,0.2,0.2
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,1,1.5,1.5
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,1,0.5,0.5
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,1,1.8,1.8
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,2.7,2.7
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,1.3,1.3
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,2.0,2.0
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,2.5,2.5
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,2.1,2.1
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,3.0,3.0
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,2.5,2.5
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,2.3,2.3
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,2.7,2.7
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,2.4,2.4
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,12,3.1,3.1
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,12,3.2,3.2
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,12,2.85,2.85
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,12,2.96,2.96
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,3.0,3.0
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,2.5,2.5
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,2.0,2.0
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,2.4,2.4
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,2.56,2.56
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,36,3.0,3.0
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,36,2.0,2.0
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,36,2.4,2.4
드림저축은행,정기예금,영업점,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,36,2.31,2.31
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,1,2.1,2.1
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,1,1.2,1.2
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,1,1.5,1.5
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,2.1,2.1
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,3,2.5,2.5
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,2.5,2.5
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,6,3.0,3.0
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,12,3.1,3.1
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,12,3.2,3.3
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,12,3.0,3.0
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,2.5,2.5
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,3.0,3.0
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,24,2.3,2.3
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,36,2.5,2.5
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,36,3.0,3.0
드림저축은행,톡톡정기예금(비대면),스마트폰,"-1개월 이내: 공시이율과 
약정이율 중 낮은 이율
-1개월 초과: 보통예금 금리",-,-제한없음,단리,36,2.3,2.3
디비저축은행,DreamBig E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,12,3.0,3.0
디비저축은행,DreamBig 정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,12,3.0,3.0
디비저축은행,DreamBig 정기예금(6M),영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,6,2.9,2.9
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,1,1.3,1.3
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,1,2.0,2.0
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,3,2.0,2.0
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,3,2.2,2.2
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,6,2.3,2.3
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,6,3.0,3.0
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,12,2.9,2.9
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,12,3.0,3.0
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,24,2.5,2.5
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,24,2.9,2.9
디비저축은행,E-정기예금,인터넷,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,36,2.5,2.5
디비저축은행,M-DreamBig 정기예금,스마트폰,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인,단리,12,3.0,3.0
디비저축은행,M-DreamBig 정기예금(6M),스마트폰,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인,단리,6,2.9,2.9
디비저축은행,M-정기예금,스마트폰,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인,단리,1,1.3,1.3
디비저축은행,M-정기예금,스마트폰,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인,단리,3,2.0,2.0
디비저축은행,M-정기예금,스마트폰,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인,단리,6,2.3,2.3
디비저축은행,M-정기예금,스마트폰,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인,단리,12,2.9,2.9
디비저축은행,M-정기예금,스마트폰,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인,단리,24,2.5,2.5
디비저축은행,M-정기예금,스마트폰,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인,단리,36,2.5,2.5
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,1,1.3,1.3
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,3,2.0,2.0
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,6,2.3,2.3
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,12,2.9,2.9
디비저축은행,정기예금,영업점,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,해당사항없음,실명의 개인/법인,단리,24,2.5,2.5
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,1,1.5,1.5
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,3,2.5,2.5
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,6,2.9,2.9
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,12,2.96,2.96
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,12,3.0,3.0
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,24,2.6,2.6
라온저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,36,2.4,2.4
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,1,1.5,1.5
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,3,2.5,2.5
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,6,2.5,2.5
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,12,2.9,2.9
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,24,2.6,2.6
라온저축은행,정기예금 비대면,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,제한없음,단리,36,2.4,2.4
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,1,2.1,2.1
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,1,1.2,1.2
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,1,1.5,1.5
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,3,2.1,2.1
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,3,2.5,2.5
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,6,2.5,2.5
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,6,3.0,3.0
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,3.1,3.1
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,3.2,3.3
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,12,3.0,3.0
머스트삼일저축은행,e-정기예금,인터넷,"-만기후 1개월 이내 : 약정이율 Ⅹ 100% 
-만기후 1개월 초과: 연0.2%",없음,제한없음,단리,24,2.5,2.5
